ROWID	_Strength|INTEGER	_Agility|INTEGER	_Intelligence|INTEGER	_Stamina|INTEGER	_Experience|INTEGER	_SuperAmmor|INTEGER	_SkillPoint|INTEGER	_Fatigue|INTEGER	_DeadDurabilityRatio|FLOAT	_KillScore|INTEGER	_Assistscore|INTEGER	_Assistdecision|INTEGER	_Aggroper|FLOAT	_WeekFatigue|INTEGER	_SKillUsageRatio|DOUBLE	_IllegalAmount|INTEGER	_BanAmount|INTEGER	_AggroperPvE|FLOAT	_VIPFatigue|INTEGER	_VIPExp|INTEGER	_LevelDExp|INTEGER	_BaseMP|INTEGER	_Critical|DOUBLE
2273	1375	777	777	976	720000	100	2	1500	0.04	100	50	33	1.0	3000	0.007	4317229	66917043	3.33	150	10	3342041	200000	3885.0
2274	1468	830	830	1042	730000	100	2	1500	0.04	100	50	33	1.0	3000	0.007	4341451	67292484	3.33	150	10	3342041	200000	4150.0
2275	1572	890	890	1118	740000	100	2	1500	0.04	100	50	33	1.0	3000	0.007	4365915	67671680	3.33	150	10	3342041	200000	4450.0
2276	1678	950	950	1192	750000	100	2	1500	0.04	100	50	33	1.0	3000	0.007	4390624	68054668	3.33	150	10	3342041	200000	4750.0
2277	1782	1010	1010	1268	760000	100	2	1500	0.04	100	50	33	1.0	3000	0.007	4415580	68441485	3.33	150	10	3342041	200000	5050.0
2278	1888	1070	1070	1342	770000	100	2	1500	0.04	100	50	33	1.0	3000	0.007	4440785	68832171	3.33	150	10	3342041	200000	5350.0
2279	1992	1130	1130	1418	780000	100	2	1500	0.04	100	50	33	1.0	3000	0.007	4466243	69226764	3.33	150	10	3342041	200000	5650.0
2280	2098	1190	1190	1492	790000	100	2	1500	0.04	100	50	33	1.0	3000	0.007	4491955	69625302	3.33	150	10	4177551	200000	5950.0
2281	2202	1250	1250	1568	800000	100	2	1500	0.04	100	50	33	1.0	3000	0.007	4517924	70027826	3.33	150	10	4177551	200000	6250.0
2282	2308	1310	1310	1642	810000	100	2	1500	0.04	100	50	33	1.0	3000	0.007	4544153	70434375	3.33	150	10	4177551	200000	6550.0
2283	2412	1370	1370	1718	820000	100	2	1500	0.04	100	50	33	1.0	3000	0.007	4570644	70844990	3.33	150	10	4177551	200000	6850.0
2284	2518	1430	1430	1792	830000	100	2	1500	0.04	100	50	33	1.0	3000	0.007	4597401	71259711	3.33	150	10	4177551	200000	7150.0
2285	2640	1500	1500	1880	840000	100	2	1500	0.04	100	50	33	1.0	3000	0.007	4624424	71678579	3.33	150	10	4177551	200000	7500.0
2286	2762	1570	1570	1968	850000	100	2	1500	0.04	100	50	33	1.0	3000	0.007	4651718	72101635	3.33	150	10	4177551	200000	7850.0
2287	2885	1640	1640	2055	860000	100	2	1500	0.04	100	50	33	1.0	3000	0.007	4679285	72528922	3.33	150	10	4177551	200000	8200.0
2288	3008	1710	1710	2142	870000	100	2	1500	0.04	100	50	33	1.0	3000	0.007	4707128	72960483	3.33	150	10	4177551	200000	8550.0
2289	3130	1780	1780	2230	880000	100	2	1500	0.04	100	50	33	1.0	3000	0.007	4735249	73396358	3.33	150	10	4177551	200000	8900.0
2290	3270	1860	1860	2330	890000	100	2	1500	0.04	100	50	33	1.0	3000	0.007	4763651	73836593	3.33	150	10	5221939	200000	9300.0
2291	3410	1940	1940	2430	900000	100	2	1500	0.04	100	50	33	1.0	3000	0.007	4792337	74281230	3.33	150	10	5221939	200000	9700.0
2292	3550	2020	2020	2530	910000	100	2	1500	0.04	100	50	33	1.0	3000	0.007	4821311	74730313	3.33	150	10	5221939	200000	10100.0
2293	3690	2100	2100	2630	920000	100	2	1500	0.04	100	50	33	1.0	3000	0.007	4850573	75183887	3.33	150	10	5221939	200000	10500.0
2294	3830	2180	2180	2730	930000	100	2	1500	0.04	100	50	33	1.0	3000	0.007	4880129	75641997	3.33	150	10	5221939	200000	10900.0
2295	3988	2270	2270	2842	940000	100	2	1500	0.04	100	50	33	1.0	3000	0.007	4909980	76104687	3.33	150	10	5221939	200000	11350.0
2296	4145	2360	2360	2955	950000	100	2	1500	0.04	100	50	33	1.0	3000	0.007	4940129	76572005	3.33	150	10	5221939	200000	11800.0
2297	4302	2450	2450	3068	960000	100	2	1500	0.04	100	50	33	1.0	3000	0.007	4970580	77043996	3.33	150	10	5221939	200000	12250.0
2298	4460	2540	2540	3180	970000	100	2	1500	0.04	100	50	33	1.0	3000	0.007	5001336	77520707	3.33	150	10	5221939	200000	12700.0
2299	4618	2630	2630	3292	980000	100	2	1500	0.04	100	50	33	1.0	3000	0.007	5032399	78002185	3.33	150	10	5221939	200000	13150.0
2300	4775	2720	2720	3405	990000	100	2	1500	0.04	100	50	33	1.0	3000	0.007	5063773	78488478	3.33	150	10	5744132	200000	13600.0
2301	14	10	14	12	0	100	0	1500	0.04	100	50	33	1.0	3000	0.00945	137172	2126166	3.33	150	10	50000	200000	60.0
2302	16	12	16	14	10000	100	3	1500	0.04	100	50	33	1.0	3000	0.00945	155333	2407658	3.33	150	10	50000	200000	72.0
2303	19	13	18	16	20000	100	3	1500	0.04	100	50	33	1.0	3000	0.00945	197528	3061679	3.33	150	10	50000	200000	78.0
2304	21	15	20	18	30000	100	3	1500	0.04	100	50	33	1.0	3000	0.00945	223679	3467028	3.33	150	10	50000	200000	90.0
2305	24	16	22	20	40000	100	3	1500	0.04	100	50	33	1.0	3000	0.00945	284440	4408818	3.33	150	10	112500	200000	96.0
2306	26	18	24	22	50000	100	3	1500	0.04	100	50	33	1.0	3000	0.00945	274024	4247368	3.33	150	10	112500	200000	108.0
2307	28	20	26	24	60000	100	3	1500	0.04	100	50	33	1.0	3000	0.00945	309599	4798781	3.33	150	10	112500	200000	120.0
2308	30	21	29	26	70000	100	3	1500	0.04	100	50	33	1.0	3000	0.00945	491512	7618437	3.33	150	10	112500	200000	126.0
2309	32	23	31	28	80000	100	3	1500	0.04	100	50	33	1.0	3000	0.00945	589814	9142125	3.33	150	10	168750	200000	138.0
2310	35	24	33	30	90000	100	3	1500	0.04	100	50	33	1.0	3000	0.00945	707777	10970550	3.33	150	10	168750	200000	144.0
2311	37	26	35	32	100000	100	3	1500	0.04	100	50	33	1.0	3000	0.00945	801483	12422989	3.33	150	10	168750	200000	156.0
2312	39	28	37	34	110000	100	3	1500	0.04	100	50	33	1.0	3000	0.00945	1019199	15797591	3.33	150	10	168750	200000	168.0
2313	42	29	39	36	120000	100	3	1500	0.04	100	50	33	1.0	3000	0.00945	1154136	17889103	3.33	150	10	168750	200000	174.0
2314	43	31	42	38	130000	100	3	1500	0.04	100	50	33	1.0	3000	0.00945	1446976	22428130	3.33	150	10	168750	200000	186.0
2315	53	38	51	48	140000	100	3	1500	0.04	100	50	33	1.0	3000	0.00945	1592707	24686963	3.33	150	10	168750	200000	228.0
2316	56	40	54	50	150000	100	3	1500	0.04	100	50	33	1.0	3000	0.00945	1810564	28063745	3.33	150	10	506250	200000	240.0
2317	59	42	57	52	160000	100	3	1500	0.04	100	50	33	1.0	3000	0.00945	1901456	29472569	3.33	150	10	506250	200000	252.0
2318	62	44	59	55	170000	100	3	1500	0.04	100	50	33	1.0	3000	0.00945	2010204	31158167	3.33	150	10	506250	200000	264.0
2319	64	46	62	58	180000	100	3	1500	0.04	100	50	33	1.0	3000	0.00945	2053373	31827282	3.33	150	10	506250	200000	276.0
2320	67	48	65	60	190000	100	3	1500	0.04	100	50	33	1.0	3000	0.00945	2102770	32592941	3.33	150	10	506250	200000	288.0
2321	70	50	68	62	200000	100	3	1500	0.04	100	50	33	1.0	3000	0.00945	2121950	32890229	3.33	150	10	506250	200000	300.0
2322	73	52	70	65	210000	100	3	1500	0.04	100	50	33	1.0	3000	0.00945	2239133	34706555	3.33	150	10	506250	200000	312.0
2323	75	54	73	68	220000	100	3	1500	0.04	100	50	33	1.0	3000	0.00945	2464645	38202001	3.33	150	10	506250	200000	324.0
2324	78	56	76	70	230000	100	3	1500	0.04	100	50	33	1.0	3000	0.00945	2801769	43427425	3.33	150	10	1012500	200000	336.0
2325	82	59	80	74	240000	100	3	1500	0.04	100	50	33	1.0	3000	0.00945	2942421	45607518	3.33	150	10	1012500	200000	354.0
2326	86	62	84	78	250000	100	3	1500	0.04	100	50	33	1.0	3000	0.00945	3110704	48215907	3.33	150	10	1012500	200000	372.0
2327	91	65	88	81	260000	100	3	1500	0.04	100	50	33	1.0	3000	0.00945	3177505	49251333	3.33	150	10	1012500	200000	390.0
2328	95	68	92	85	270000	100	3	1500	0.04	100	50	33	1.0	3000	0.00945	3253946	50436158	3.33	150	10	1012500	200000	408.0
2329	99	71	96	89	280000	100	3	1500	0.04	100	50	33	1.0	3000	0.00945	3283626	50896198	3.33	150	10	1012500	200000	426.0
2330	104	74	100	92	290000	100	3	1500	0.04	100	50	33	1.0	3000	0.00945	3464960	53706883	3.33	150	10	1012500	200000	444.0
2331	108	77	104	96	300000	100	3	1500	0.04	100	50	33	1.0	3000	0.00945	3813931	59115934	3.33	150	10	1012500	200000	462.0
2332	112	80	108	100	310000	100	3	1500	0.04	100	50	33	1.0	3000	0.00945	4384056	67952864	3.33	150	10	1316250	200000	480.0
2333	118	84	113	105	320000	100	3	1500	0.04	100	50	33	1.0	3000	0.00945	4487379	69554377	3.33	150	10	1316250	200000	504.0
2334	123	88	119	110	330000	100	3	1500	0.04	100	50	33	1.0	3000	0.00945	4618666	71589320	3.33	150	10	1316250	200000	528.0
2335	129	92	124	115	340000	100	3	1500	0.04	100	50	33	1.0	3000	0.00945	4664991	72307367	3.33	150	10	1316250	200000	552.0
2336	134	96	130	120	350000	100	3	1500	0.04	100	50	33	1.0	3000	0.00945	4728193	73286992	3.33	150	10	1316250	200000	576.0
2337	140	100	135	125	360000	100	3	1500	0.04	100	50	33	1.0	3000	0.00945	4758951	73763738	3.33	150	10	1316250	200000	600.0
2338	146	104	140	130	370000	100	3	1500	0.04	100	50	33	1.0	3000	0.00945	4931711	76441515	3.33	150	10	1316250	200000	624.0
2339	151	108	146	135	380000	100	3	1500	0.04	100	50	33	1.0	3000	0.00945	5167031	80088978	3.33	150	10	1316250	200000	648.0
2340	157	112	151	140	390000	100	3	1500	0.04	100	50	33	1.0	3000	0.00945	5457676	84593983	3.33	150	10	1711125	200000	672.0
2341	166	118	160	148	400000	100	3	1500	0.04	100	50	33	1.0	3000	0.00945	3623622	56166146	3.33	150	10	1711125	200000	708.0
2342	175	124	169	156	410000	100	3	1500	0.04	100	50	33	1.0	3000	0.00945	3664703	56802904	3.33	150	10	1711125	200000	744.0
2343	184	130	178	164	420000	100	3	1500	0.04	100	50	33	1.0	3000	0.00945	3692041	57226633	3.33	150	10	1711125	200000	780.0
2344	194	136	186	172	430000	100	3	1500	0.04	100	50	33	1.0	3000	0.00945	3710085	57506311	3.33	150	10	1711125	200000	816.0
2345	204	143	197	181	440000	100	3	1500	0.04	100	50	33	1.0	3000	0.00945	3728235	57787645	3.33	150	10	1711125	200000	858.0
2346	215	150	207	190	450000	100	3	1500	0.04	100	50	33	1.0	3000	0.00945	3746567	58071793	3.33	150	10	1711125	200000	900.0
2347	225	157	217	200	460000	100	3	1500	0.04	100	50	33	1.0	3000	0.00945	3765083	58358781	3.33	150	10	1711125	200000	942.0
2348	236	164	227	209	470000	100	3	1500	0.04	100	50	33	1.0	3000	0.00945	3783783	58648640	3.33	150	10	1711125	200000	984.0
2349	247	172	239	220	480000	100	3	1500	0.04	100	50	33	1.0	3000	0.00945	3802671	58941397	3.33	150	10	1711125	200000	1032.0
2350	260	180	250	230	490000	100	3	1500	0.04	100	50	33	1.0	3000	0.00945	3821747	59237082	3.33	150	10	2138906	200000	1080.0
2351	274	190	264	242	500000	100	2	1500	0.04	100	50	33	1.0	3000	0.00945	3841014	59535724	3.33	150	10	2138906	200000	1140.0
2352	288	200	277	255	510000	100	2	1500	0.04	100	50	33	1.0	3000	0.00945	3860474	59837352	3.33	150	10	2138906	200000	1200.0
2353	303	211	292	269	520000	100	2	1500	0.04	100	50	33	1.0	3000	0.00945	3880129	60141997	3.33	150	10	2138906	200000	1266.0
2354	319	222	307	282	530000	100	2	1500	0.04	100	50	33	1.0	3000	0.00945	3899980	60449687	3.33	150	10	2138906	200000	1332.0
2355	334	233	322	296	540000	100	2	1500	0.04	100	50	33	1.0	3000	0.00945	3920029	60760455	3.33	150	10	2138906	200000	1398.0
2356	350	244	336	310	550000	100	2	1500	0.04	100	50	33	1.0	3000	0.00945	3940279	61074331	3.33	150	10	2138906	200000	1464.0
2357	366	256	353	325	560000	100	2	1500	0.04	100	50	33	1.0	3000	0.00945	3960732	61391345	3.33	150	10	2138906	200000	1536.0
2358	383	268	369	340	570000	100	2	1500	0.04	100	50	33	1.0	3000	0.00945	3981389	61711529	3.33	150	10	2138906	200000	1608.0
2359	400	280	385	355	580000	100	2	1500	0.04	100	50	33	1.0	3000	0.00945	4002253	62034915	3.33	150	10	2138906	200000	1680.0
2360	417	292	401	370	590000	100	2	1500	0.04	100	50	33	1.0	3000	0.00945	4023325	62361535	3.33	150	10	2673632	200000	1752.0
2361	436	306	420	388	600000	100	2	1500	0.04	100	50	33	1.0	3000	0.00945	4044608	62691422	3.33	150	10	2673632	200000	1836.0
2362	462	324	444	410	610000	100	2	1500	0.04	100	50	33	1.0	3000	0.00945	4066104	63024607	3.33	150	10	2673632	200000	1944.0
2363	492	346	474	438	620000	100	2	1500	0.04	100	50	33	1.0	3000	0.00945	4087814	63361124	3.33	150	10	2673632	200000	2076.0
2364	529	372	509	470	630000	100	2	1500	0.04	100	50	33	1.0	3000	0.00945	4109742	63701006	3.33	150	10	2673632	200000	2232.0
2365	570	402	550	508	640000	100	2	1500	0.04	100	50	33	1.0	3000	0.00945	4131889	64044287	3.33	150	10	2673632	200000	2412.0
2366	618	436	596	550	650000	100	2	1500	0.04	100	50	33	1.0	3000	0.00945	4154258	64391001	3.33	150	10	2673632	200000	2616.0
2367	671	474	647	598	660000	100	2	1500	0.04	100	50	33	1.0	3000	0.00945	4176850	64741182	3.33	150	10	2673632	200000	2844.0
2368	732	517	705	651	670000	100	2	1500	0.04	100	50	33	1.0	3000	0.00945	4199669	65094864	3.33	150	10	2673632	200000	3102.0
2369	799	565	770	711	680000	100	2	1500	0.04	100	50	33	1.0	3000	0.00945	4222715	65452084	3.33	150	10	2673632	200000	3390.0
2370	873	618	841	778	690000	100	2	1500	0.04	100	50	33	1.0	3000	0.00945	4245992	65812875	3.33	150	10	3342041	200000	3708.0
2371	947	671	913	844	700000	100	2	1500	0.04	100	50	33	1.0	3000	0.00945	4269502	66177275	3.33	150	10	3342041	200000	4026.0
2372	1022	724	984	910	710000	100	2	1500	0.04	100	50	33	1.0	3000	0.00945	4293246	66545319	3.33	150	10	3342041	200000	4344.0
2373	1096	777	1056	976	720000	100	2	1500	0.04	100	50	33	1.0	3000	0.00945	4317229	66917043	3.33	150	10	3342041	200000	4662.0
2374	1170	830	1128	1042	730000	100	2	1500	0.04	100	50	33	1.0	3000	0.00945	4341451	67292484	3.33	150	10	3342041	200000	4980.0
2375	1253	890	1209	1118	740000	100	2	1500	0.04	100	50	33	1.0	3000	0.00945	4365915	67671680	3.33	150	10	3342041	200000	5340.0
2376	1338	950	1290	1192	750000	100	2	1500	0.04	100	50	33	1.0	3000	0.00945	4390624	68054668	3.33	150	10	3342041	200000	5700.0
2377	1421	1010	1371	1268	760000	100	2	1500	0.04	100	50	33	1.0	3000	0.00945	4415580	68441485	3.33	150	10	3342041	200000	6060.0
2378	1506	1070	1452	1342	770000	100	2	1500	0.04	100	50	33	1.0	3000	0.00945	4440785	68832171	3.33	150	10	3342041	200000	6420.0
2379	1589	1130	1533	1418	780000	100	2	1500	0.04	100	50	33	1.0	3000	0.00945	4466243	69226764	3.33	150	10	3342041	200000	6780.0
2380	1674	1190	1614	1492	790000	100	2	1500	0.04	100	50	33	1.0	3000	0.00945	4491955	69625302	3.33	150	10	4177551	200000	7140.0
2381	1757	1250	1695	1568	800000	100	2	1500	0.04	100	50	33	1.0	3000	0.00945	4517924	70027826	3.33	150	10	4177551	200000	7500.0
2382	1842	1310	1776	1642	810000	100	2	1500	0.04	100	50	33	1.0	3000	0.00945	4544153	70434375	3.33	150	10	4177551	200000	7860.0
2383	1925	1370	1857	1718	820000	100	2	1500	0.04	100	50	33	1.0	3000	0.00945	4570644	70844990	3.33	150	10	4177551	200000	8220.0
2384	2010	1430	1938	1792	830000	100	2	1500	0.04	100	50	33	1.0	3000	0.00945	4597401	71259711	3.33	150	10	4177551	200000	8580.0
2385	2108	1500	2032	1880	840000	100	2	1500	0.04	100	50	33	1.0	3000	0.00945	4624424	71678579	3.33	150	10	4177551	200000	9000.0
2386	2205	1570	2127	1968	850000	100	2	1500	0.04	100	50	33	1.0	3000	0.00945	4651718	72101635	3.33	150	10	4177551	200000	9420.0
2387	2304	1640	2221	2055	860000	100	2	1500	0.04	100	50	33	1.0	3000	0.00945	4679285	72528922	3.33	150	10	4177551	200000	9840.0
2388	2402	1710	2316	2142	870000	100	2	1500	0.04	100	50	33	1.0	3000	0.00945	4707128	72960483	3.33	150	10	4177551	200000	10260.0
2389	2500	1780	2410	2230	880000	100	2	1500	0.04	100	50	33	1.0	3000	0.00945	4735249	73396358	3.33	150	10	4177551	200000	10680.0
2390	2612	1860	2518	2330	890000	100	2	1500	0.04	100	50	33	1.0	3000	0.00945	4763651	73836593	3.33	150	10	5221939	200000	11160.0
2391	2724	1940	2626	2430	900000	100	2	1500	0.04	100	50	33	1.0	3000	0.00945	4792337	74281230	3.33	150	10	5221939	200000	11640.0
2392	2836	2020	2734	2530	910000	100	2	1500	0.04	100	50	33	1.0	3000	0.00945	4821311	74730313	3.33	150	10	5221939	200000	12120.0
2393	2948	2100	2842	2630	920000	100	2	1500	0.04	100	50	33	1.0	3000	0.00945	4850573	75183887	3.33	150	10	5221939	200000	12600.0
2394	3060	2180	2950	2730	930000	100	2	1500	0.04	100	50	33	1.0	3000	0.00945	4880129	75641997	3.33	150	10	5221939	200000	13080.0
2395	3186	2270	3072	2842	940000	100	2	1500	0.04	100	50	33	1.0	3000	0.00945	4909980	76104687	3.33	150	10	5221939	200000	13620.0
2396	3312	2360	3193	2955	950000	100	2	1500	0.04	100	50	33	1.0	3000	0.00945	4940129	76572005	3.33	150	10	5221939	200000	14160.0
2397	3437	2450	3315	3068	960000	100	2	1500	0.04	100	50	33	1.0	3000	0.00945	4970580	77043996	3.33	150	10	5221939	200000	14700.0
2398	3564	2540	3436	3180	970000	100	2	1500	0.04	100	50	33	1.0	3000	0.00945	5001336	77520707	3.33	150	10	5221939	200000	15240.0
2399	3690	2630	3558	3292	980000	100	2	1500	0.04	100	50	33	1.0	3000	0.00945	5032399	78002185	3.33	150	10	5221939	200000	15780.0
2400	3816	2720	3679	3405	990000	100	2	1500	0.04	100	50	33	1.0	3000	0.00945	5063773	78488478	3.33	150	10	5744132	200000	16320.0
2401	19	10	7	14	0	100	0	1500	0.04	100	50	33	1.0	3000	0.00525	137172	2126166	3.5	150	10	50000	200000	50.0
2402	21	12	9	16	10000	100	3	1500	0.04	100	50	33	1.0	3000	0.00525	155333	2407658	3.5	150	10	50000	200000	60.0
2403	25	13	10	18	20000	100	3	1500	0.04	100	50	33	1.0	3000	0.00525	197528	3061679	3.5	150	10	50000	200000	65.0
2404	27	15	11	21	30000	100	3	1500	0.04	100	50	33	1.0	3000	0.00525	223679	3467028	3.5	150	10	50000	200000	75.0
2405	31	16	12	23	40000	100	3	1500	0.04	100	50	33	1.0	3000	0.00525	284440	4408818	3.5	150	10	112500	200000	80.0
2406	34	18	13	25	50000	100	3	1500	0.04	100	50	33	1.0	3000	0.00525	274024	4247368	3.5	150	10	112500	200000	90.0
2407	36	20	15	27	60000	100	3	1500	0.04	100	50	33	1.0	3000	0.00525	309599	4798781	3.5	150	10	112500	200000	100.0
2408	39	21	16	30	70000	100	3	1500	0.04	100	50	33	1.0	3000	0.00525	491512	7618437	3.5	150	10	112500	200000	105.0
2409	42	23	17	32	80000	100	3	1500	0.04	100	50	33	1.0	3000	0.00525	589814	9142125	3.5	150	10	168750	200000	115.0
2410	46	24	18	34	90000	100	3	1500	0.04	100	50	33	1.0	3000	0.00525	707777	10970550	3.5	150	10	168750	200000	120.0
2411	49	26	19	36	100000	100	3	1500	0.04	100	50	33	1.0	3000	0.00525	801483	12422989	3.5	150	10	168750	200000	130.0
2412	50	28	21	39	110000	100	3	1500	0.04	100	50	33	1.0	3000	0.00525	1019199	15797591	3.5	150	10	168750	200000	140.0
2413	54	29	22	41	120000	100	3	1500	0.04	100	50	33	1.0	3000	0.00525	1154136	17889103	3.5	150	10	168750	200000	145.0
2414	57	31	23	43	130000	100	3	1500	0.04	100	50	33	1.0	3000	0.00525	1446976	22428130	3.5	150	10	168750	200000	155.0
2415	71	38	28	53	140000	100	3	1500	0.04	100	50	33	1.0	3000	0.00525	1592707	24686963	3.5	150	10	168750	200000	190.0
2416	74	40	30	56	150000	100	3	1500	0.04	100	50	33	1.0	3000	0.00525	1810564	28063745	3.5	150	10	506250	200000	200.0
2417	78	42	31	59	160000	100	3	1500	0.04	100	50	33	1.0	3000	0.00525	1901456	29472569	3.5	150	10	506250	200000	210.0
2418	81	44	33	62	170000	100	3	1500	0.04	100	50	33	1.0	3000	0.00525	2010204	31158167	3.5	150	10	506250	200000	220.0
2419	86	46	34	64	180000	100	3	1500	0.04	100	50	33	1.0	3000	0.00525	2053373	31827282	3.5	150	10	506250	200000	230.0
2420	89	48	36	67	190000	100	3	1500	0.04	100	50	33	1.0	3000	0.00525	2102770	32592941	3.5	150	10	506250	200000	240.0
2421	93	50	37	70	200000	100	3	1500	0.04	100	50	33	1.0	3000	0.00525	2121950	32890229	3.5	150	10	506250	200000	250.0
2422	96	52	39	73	210000	100	3	1500	0.04	100	50	33	1.0	3000	0.00525	2239133	34706555	3.5	150	10	506250	200000	260.0
2423	100	54	40	76	220000	100	3	1500	0.04	100	50	33	1.0	3000	0.00525	2464645	38202001	3.5	150	10	506250	200000	270.0
2424	104	56	42	78	230000	100	3	1500	0.04	100	50	33	1.0	3000	0.00525	2801769	43427425	3.5	150	10	1012500	200000	280.0
2425	109	59	44	83	240000	100	3	1500	0.04	100	50	33	1.0	3000	0.00525	2942421	45607518	3.5	150	10	1012500	200000	295.0
2426	115	62	46	87	250000	100	3	1500	0.04	100	50	33	1.0	3000	0.00525	3110704	48215907	3.5	150	10	1012500	200000	310.0
2427	120	65	49	91	260000	100	3	1500	0.04	100	50	33	1.0	3000	0.00525	3177505	49251333	3.5	150	10	1012500	200000	325.0
2428	126	68	51	95	270000	100	3	1500	0.04	100	50	33	1.0	3000	0.00525	3253946	50436158	3.5	150	10	1012500	200000	340.0
2429	132	71	53	99	280000	100	3	1500	0.04	100	50	33	1.0	3000	0.00525	3283626	50896198	3.5	150	10	1012500	200000	355.0
2430	137	74	55	104	290000	100	3	1500	0.04	100	50	33	1.0	3000	0.00525	3464960	53706883	3.5	150	10	1012500	200000	370.0
2431	142	77	58	108	300000	100	3	1500	0.04	100	50	33	1.0	3000	0.00525	3813931	59115934	3.5	150	10	1012500	200000	385.0
2432	148	80	60	112	310000	100	3	1500	0.04	100	50	33	1.0	3000	0.00525	4384056	67952864	3.5	150	10	1316250	200000	400.0
2433	155	84	63	118	320000	100	3	1500	0.04	100	50	33	1.0	3000	0.00525	4487379	69554377	3.5	150	10	1316250	200000	420.0
2434	163	88	66	123	330000	100	3	1500	0.04	100	50	33	1.0	3000	0.00525	4618666	71589320	3.5	150	10	1316250	200000	440.0
2435	170	92	69	129	340000	100	3	1500	0.04	100	50	33	1.0	3000	0.00525	4664991	72307367	3.5	150	10	1316250	200000	460.0
2436	178	96	72	134	350000	100	3	1500	0.04	100	50	33	1.0	3000	0.00525	4728193	73286992	3.5	150	10	1316250	200000	480.0
2437	185	100	75	140	360000	100	3	1500	0.04	100	50	33	1.0	3000	0.00525	4758951	73763738	3.5	150	10	1316250	200000	500.0
2438	192	104	78	146	370000	100	3	1500	0.04	100	50	33	1.0	3000	0.00525	4931711	76441515	3.5	150	10	1316250	200000	520.0
2439	200	108	81	151	380000	100	3	1500	0.04	100	50	33	1.0	3000	0.00525	5167031	80088978	3.5	150	10	1316250	200000	540.0
2440	207	112	84	157	390000	100	3	1500	0.04	100	50	33	1.0	3000	0.00525	5457676	84593983	3.5	150	10	1711125	200000	560.0
2441	220	118	88	166	400000	100	3	1500	0.04	100	50	33	1.0	3000	0.00525	3623622	56166146	3.5	150	10	1711125	200000	590.0
2442	233	124	92	175	410000	100	3	1500	0.04	100	50	33	1.0	3000	0.00525	3664703	56802904	3.5	150	10	1711125	200000	620.0
2443	246	130	96	184	420000	100	3	1500	0.04	100	50	33	1.0	3000	0.00525	3692041	57226633	3.5	150	10	1711125	200000	650.0
2444	258	136	100	194	430000	100	3	1500	0.04	100	50	33	1.0	3000	0.00525	3710085	57506311	3.5	150	10	1711125	200000	680.0
2445	273	143	105	204	440000	100	3	1500	0.04	100	50	33	1.0	3000	0.00525	3728235	57787645	3.5	150	10	1711125	200000	715.0
2446	288	150	109	215	450000	100	3	1500	0.04	100	50	33	1.0	3000	0.00525	3746567	58071793	3.5	150	10	1711125	200000	750.0
2447	303	157	114	225	460000	100	3	1500	0.04	100	50	33	1.0	3000	0.00525	3765083	58358781	3.5	150	10	1711125	200000	785.0
2448	317	164	119	236	470000	100	3	1500	0.04	100	50	33	1.0	3000	0.00525	3783783	58648640	3.5	150	10	1711125	200000	820.0
2449	334	172	124	248	480000	100	3	1500	0.04	100	50	33	1.0	3000	0.00525	3802671	58941397	3.5	150	10	1711125	200000	860.0
2450	350	180	130	260	490000	100	3	1500	0.04	100	50	33	1.0	3000	0.00525	3821747	59237082	3.5	150	10	2138906	200000	900.0
2451	369	190	137	274	500000	100	2	1500	0.04	100	50	33	1.0	3000	0.00525	3841014	59535724	3.5	150	10	2138906	200000	950.0
2452	387	200	145	288	510000	100	2	1500	0.04	100	50	33	1.0	3000	0.00525	3860474	59837352	3.5	150	10	2138906	200000	1000.0
2453	408	211	153	303	520000	100	2	1500	0.04	100	50	33	1.0	3000	0.00525	3880129	60141997	3.5	150	10	2138906	200000	1055.0
2454	428	222	161	319	530000	100	2	1500	0.04	100	50	33	1.0	3000	0.00525	3899980	60449687	3.5	150	10	2138906	200000	1110.0
2455	448	233	170	334	540000	100	2	1500	0.04	100	50	33	1.0	3000	0.00525	3920029	60760455	3.5	150	10	2138906	200000	1165.0
2456	468	244	178	350	550000	100	2	1500	0.04	100	50	33	1.0	3000	0.00525	3940279	61074331	3.5	150	10	2138906	200000	1220.0
2457	491	256	187	366	560000	100	2	1500	0.04	100	50	33	1.0	3000	0.00525	3960732	61391345	3.5	150	10	2138906	200000	1280.0
2458	513	268	196	383	570000	100	2	1500	0.04	100	50	33	1.0	3000	0.00525	3981389	61711529	3.5	150	10	2138906	200000	1340.0
