ROWID	_PhysicalAttackMinRevision|INTEGER	_PhysicalAttackMaxRevision|INTEGER	_MagicAttackMinRevision|INTEGER	_MagicAttackMaxRevision|INTEGER	_PhysicalDefenseRevision|INTEGER	_MagicDefenseRevision|INTEGER	_MaxHPRevision|INTEGER	_MaxSPRevision|INTEGER	_RecoverySPRevision|INTEGER	_StiffRevision|INTEGER	_StiffResistanceRevision|INTEGER	_CriticalRevision|INTEGER	_CriticalResistanceRevision|INTEGER	_StunRevision|INTEGER	_StunResistanceRevision|INTEGER	_SuperAmmorRevision|INTEGER	_MoveSpeedRevision|INTEGER	_FinalDamageRevision|INTEGER	_ElementAttackRevision|INTEGER	_ElementDefenseRevision|INTEGER	_StrengthRevision|INTEGER	_AgilityRevision|INTEGER	_IntelligenceRevision|INTEGER	_StaminaRevision|INTEGER	_CriticalDamageRevision|INTEGER	_PVPAttackPowerRevision|INTEGER	_PVPDefencePowerRevision|INTEGER
886	5198	6604	5901	3850	43656	38488	71310	41580	696	8293	4992	13140	28276	6481	5942	100	300	3908	1	86	1664	2693	1188	2377	13140	1	1
887	5427	6895	6161	4020	45578	40183	74460	43435	726	8658	5211	13720	29526	6766	6205	100	300	4022	1	87	1737	2812	1241	2482	13720	1	1
888	5656	7186	6421	4189	47500	41877	77610	45255	757	9025	5433	14300	30776	7053	6468	100	300	4137	1	88	1811	2931	1293	2587	14300	1	1
889	5885	7477	6681	4359	49422	43572	80760	47110	788	9389	5652	14880	32025	7338	6730	100	300	4252	1	89	1884	3050	1346	2692	14880	1	1
890	6147	7810	6978	4553	51619	45508	84360	49210	822	9808	5904	15542	33453	7665	7030	100	300	4367	1	90	1968	3186	1406	2812	15542	1	1
891	6409	8142	7276	4746	53816	47445	87960	51310	858	10226	6156	16205	34881	7991	7330	100	300	4522	1	91	2052	3322	1466	2932	16205	1	1
892	6671	8475	7573	4940	56012	49382	91560	53410	892	10644	6408	16868	36309	8318	7630	100	300	4678	1	92	2136	3458	1526	3052	16868	1	1
893	6932	8808	7870	5134	58209	51318	95160	55510	928	11062	6660	17531	37737	8645	7930	100	300	4833	1	93	2220	3594	1586	3172	17531	1	1
894	7194	9140	8167	5328	60406	53255	98760	57610	962	11480	6912	18194	39165	8972	8230	100	300	4989	1	94	2304	3730	1646	3292	18194	1	1
895	7489	9515	8502	5546	62877	55433	102810	59955	1002	11952	7197	18940	40772	9341	8568	100	300	5144	1	95	2399	3883	1713	3427	18940	1	1
896	7783	9889	8836	5764	65348	57613	106860	62335	1041	12421	7479	19685	42378	9707	8905	100	300	5300	1	96	2493	4036	1781	3562	19685	1	1
897	8078	10263	9171	5982	67820	59791	110910	64680	1081	12893	7764	20431	43984	10076	9242	100	300	5455	1	97	2588	4189	1848	3697	20431	1	1
898	8373	10637	9505	6200	70291	61970	114960	67060	1120	13361	8046	21177	45591	10442	9580	100	300	5611	1	98	2682	4342	1916	3832	21177	1	1
899	8667	11011	9839	6418	72762	64148	119010	69405	1159	13833	8331	21923	47198	10811	9918	100	300	5766	1	99	2777	4495	1983	3967	21923	1	1
900	8962	11385	10174	6636	75234	66328	123060	71785	1199	14302	8613	22668	48804	11178	10255	100	300	5922	1	100	2871	4648	2051	4102	22668	1	1
901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	1	1
902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	1	1
903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	1	1
904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	1	1
905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	1	1
906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	1	1
907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	1	1
908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	1	1
909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	1	1
910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	1	1
911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	1	1
912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	1	1
913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0	0	0	0	0	1	1
914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	1	1
915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	0	0	0	0	0	0	0	1	1
916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	1	1
917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	0	0	0	0	0	0	0	1	1
918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330	0	0	0	0	0	0	0	1	1
919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	345	0	0	0	0	0	0	0	1	1
920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360	0	0	0	0	0	0	0	1	1
921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	0	0	0	0	0	0	0	1	1
922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390	0	0	0	0	0	0	0	1	1
923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	0	0	0	0	0	0	0	1	1
924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	420	0	0	0	0	0	0	0	1	1
925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	442	0	0	0	0	0	0	0	1	1
926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	465	0	0	0	0	0	0	0	1	1
927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	487	0	0	0	0	0	0	0	1	1
928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	510	0	0	0	0	0	0	0	1	1
929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	532	0	0	0	0	0	0	0	1	1
930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	555	0	0	0	0	0	0	0	1	1
931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	577	0	0	0	0	0	0	0	1	1
932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600	0	0	0	0	0	0	0	1	1
933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	630	0	0	0	0	0	0	0	1	1
934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	660	0	0	0	0	0	0	0	1	1
935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	690	0	0	0	0	0	0	0	1	1
936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	720	0	0	0	0	0	0	0	1	1
937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	750	0	0	0	0	0	0	0	1	1
938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	780	0	0	0	0	0	0	0	1	1
939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	810	0	0	0	0	0	0	0	1	1
940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	850	0	0	0	0	0	0	0	1	1
941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	894	0	0	0	0	0	0	0	1	1
942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	938	0	0	0	0	0	0	0	1	1
943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	982	0	0	0	0	0	0	0	1	1
944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1026	0	0	0	0	0	0	0	1	1
945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1070	0	0	0	0	0	0	0	1	1
946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1114	0	0	0	0	0	0	0	1	1
947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1158	0	0	0	0	0	0	0	1	1
948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1202	0	0	0	0	0	0	0	1	1
949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1246	0	0	0	0	0	0	0	1	1
950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1290	0	0	0	0	0	0	0	1	1
951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1336	0	0	0	0	0	0	0	1	1
952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1382	0	0	0	0	0	0	0	1	1
953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1428	0	0	0	0	0	0	0	1	1
954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1474	0	0	0	0	0	0	0	1	1
955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1520	0	0	0	0	0	0	0	1	1
956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1566	0	0	0	0	0	0	0	1	1
957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1612	0	0	0	0	0	0	0	1	1
958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1658	0	0	0	0	0	0	0	1	1
959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1704	0	0	0	0	0	0	0	1	1
960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1750	0	0	0	0	0	0	0	1	1
961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1812	0	0	0	0	0	0	0	1	1
962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1874	0	0	0	0	0	0	0	1	1
963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1937	0	0	0	0	0	0	0	1	1
964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1999	0	0	0	0	0	0	0	1	1
965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2062	0	0	0	0	0	0	0	1	1
966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2124	0	0	0	0	0	0	0	1	1
967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2186	0	0	0	0	0	0	0	1	1
968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2249	0	0	0	0	0	0	0	1	1
969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2311	0	0	0	0	0	0	0	1	1
970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2374	0	0	0	0	0	0	0	1	1
971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2458	0	0	0	0	0	0	0	1	1
972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2543	0	0	0	0	0	0	0	1	1
973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2627	0	0	0	0	0	0	0	1	1
974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2712	0	0	0	0	0	0	0	1	1
975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2797	0	0	0	0	0	0	0	1	1
976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2881	0	0	0	0	0	0	0	1	1
977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2966	0	0	0	0	0	0	0	1	1
978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3050	0	0	0	0	0	0	0	1	1
979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3135	0	0	0	0	0	0	0	1	1
980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3220	0	0	0	0	0	0	0	1	1
981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3334	0	0	0	0	0	0	0	1	1
982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3449	0	0	0	0	0	0	0	1	1
983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3564	0	0	0	0	0	0	0	1	1
984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3678	0	0	0	0	0	0	0	1	1
985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3793	0	0	0	0	0	0	0	1	1
986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3908	0	0	0	0	0	0	0	1	1
987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4022	0	0	0	0	0	0	0	1	1
988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4137	0	0	0	0	0	0	0	1	1
989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4252	0	0	0	0	0	0	0	1	1
990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4367	0	0	0	0	0	0	0	1	1
991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4522	0	0	0	0	0	0	0	1	1
992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4678	0	0	0	0	0	0	0	1	1
993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4833	0	0	0	0	0	0	0	1	1
994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4989	0	0	0	0	0	0	0	1	1
995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5144	0	0	0	0	0	0	0	1	1
996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5300	0	0	0	0	0	0	0	1	1
997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5455	0	0	0	0	0	0	0	1	1
998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5611	0	0	0	0	0	0	0	1	1
999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5766	0	0	0	0	0	0	0	1	1
1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5922	0	0	0	0	0	0	0	1	1
1001	31	40	22	29	303	178	360	420	4	67	45	65	116	51	30	100	300	75	1	1	15	11	12	12	65	1	1
1002	36	46	26	33	351	206	420	455	5	80	54	76	136	61	35	100	300	87	1	1	18	13	13	14	76	1	1
1003	41	52	29	38	400	235	480	525	6	89	60	87	158	68	40	100	300	99	1	1	20	15	15	16	87	1	1
1004	46	59	33	43	448	263	540	595	6	102	69	95	168	78	45	100	300	111	1	1	23	16	17	18	95	1	1
1005	51	65	36	47	496	292	600	665	7	112	75	106	189	85	50	100	300	123	1	1	25	18	19	20	106	1	1
1006	56	71	40	52	545	321	660	735	8	121	81	117	210	93	55	100	300	135	1	1	27	20	21	22	117	1	1
1007	61	77	44	57	593	349	720	805	9	131	87	128	231	100	60	100	300	147	1	1	29	22	23	24	128	1	1
1008	66	84	47	61	642	377	780	840	9	146	99	136	242	112	65	100	300	159	1	1	33	23	24	26	136	1	1
1009	71	91	50	66	690	406	840	910	10	156	105	147	262	119	70	100	300	171	1	1	35	25	26	28	147	1	1
1010	76	97	54	70	739	434	900	980	11	165	111	158	284	127	75	100	300	183	1	1	37	27	28	30	158	1	1
1011	81	103	58	75	787	463	960	1050	11	175	117	169	304	134	80	100	300	195	1	1	39	29	30	32	169	1	1
1012	86	109	61	80	836	491	1020	1120	12	188	126	177	315	143	85	100	300	207	1	1	42	30	32	34	177	1	1
1013	91	115	65	84	884	520	1080	1190	13	197	132	188	336	151	90	100	300	219	1	1	44	32	34	36	188	1	1
1014	96	122	68	88	932	548	1140	1225	13	210	141	199	357	160	95	100	300	231	1	1	47	34	35	38	199	1	1
1015	117	150	84	109	1151	676	1440	1540	17	253	168	246	441	193	120	100	300	285	1	1	56	42	44	48	246	1	1
1016	124	158	88	115	1211	712	1500	1610	18	269	180	258	462	206	125	100	300	300	1	1	60	44	46	50	258	1	1
1017	131	166	93	120	1271	747	1560	1680	18	286	192	270	483	219	130	100	300	315	1	1	64	46	48	52	270	1	1
1018	136	174	97	127	1332	783	1650	1785	19	296	198	282	504	226	138	100	300	330	1	1	66	48	51	55	282	1	1
1019	142	181	102	132	1393	819	1740	1855	20	307	204	298	536	234	145	100	300	345	1	1	68	51	53	58	298	1	1
1020	149	189	106	138	1453	854	1800	1925	21	323	216	310	556	247	150	100	300	360	1	1	72	53	55	60	310	1	1
1021	155	197	111	144	1514	890	1860	2030	22	336	225	323	578	257	155	100	300	375	1	1	75	55	58	62	323	1	1
1022	161	205	115	149	1574	925	1950	2100	23	350	234	335	598	267	162	100	300	390	1	1	78	57	60	65	335	1	1
1023	167	213	119	155	1635	961	2040	2170	24	363	243	347	620	278	170	100	300	405	1	1	81	59	62	68	347	1	1
1024	173	221	123	160	1695	996	2100	2240	24	377	252	363	651	288	175	100	300	420	1	1	84	62	64	70	363	1	1
1025	182	232	130	169	1786	1050	2220	2380	26	396	264	381	682	302	185	100	300	442	1	1	88	65	68	74	381	1	1
1026	192	244	137	178	1877	1103	2340	2485	27	417	279	399	714	319	195	100	300	465	1	1	93	68	71	78	399	1	1
1027	201	256	143	186	1968	1157	2430	2625	28	436	291	421	756	333	202	100	300	487	1	1	97	72	75	81	421	1	1
1028	210	268	150	195	2059	1210	2550	2730	30	458	306	439	788	350	212	100	300	510	1	1	102	75	78	85	439	1	1
1029	219	279	157	204	2150	1263	2670	2870	31	476	318	458	819	364	222	100	300	532	1	1	106	78	82	89	458	1	1
1030	229	292	163	212	2240	1316	2760	2975	32	501	336	476	850	383	230	100	300	555	1	1	112	81	85	92	476	1	1
1031	238	303	170	221	2331	1370	2880	3115	34	517	345	498	892	395	240	100	300	577	1	1	115	85	89	96	498	1	1
1032	247	315	176	229	2422	1423	3000	3220	35	538	360	516	924	411	250	100	300	600	1	1	120	88	92	100	516	1	1
1033	260	331	185	241	2543	1495	3150	3395	37	565	378	540	966	432	262	100	300	630	1	1	126	92	97	105	540	1	1
1034	272	346	194	252	2664	1565	3300	3535	38	592	396	568	1018	452	275	100	300	660	1	1	132	97	101	110	568	1	1
1035	284	362	203	263	2785	1637	3450	3710	40	619	414	593	1060	473	288	100	300	690	1	1	138	101	106	115	593	1	1
1036	297	378	211	275	2906	1707	3600	3850	42	646	432	620	1113	494	300	100	300	720	1	1	144	106	110	120	620	1	1
1037	309	393	220	286	3027	1779	3750	4025	44	673	450	645	1155	514	312	100	300	750	1	1	150	110	115	125	645	1	1
1038	321	409	229	298	3148	1850	3900	4200	46	700	468	669	1197	535	325	100	300	780	1	1	156	114	120	130	669	1	1
1039	334	425	238	309	3269	1921	4050	4340	47	726	486	697	1250	555	338	100	300	810	1	1	162	119	124	135	697	1	1
1040	346	440	246	320	3390	1992	4200	4515	49	753	504	721	1292	576	350	100	300	850	1	1	168	123	129	140	721	1	1
1041	369	470	263	342	3614	2124	4500	4830	52	806	540	772	1386	616	375	100	300	894	1	1	180	132	138	150	772	1	1
1042	392	499	279	363	3836	2254	4800	5145	56	858	576	823	1480	656	400	100	300	938	1	1	192	141	147	160	823	1	1
1043	416	529	296	384	4057	2385	5100	5460	60	910	612	873	1575	696	425	100	300	982	1	1	204	150	156	170	873	1	1
1044	437	555	311	403	4252	2501	5400	5810	63	960	648	918	1659	735	450	100	300	1026	1	1	216	158	166	180	918	1	1
1045	463	588	329	427	4494	2644	5730	6160	67	1020	690	973	1764	781	478	100	300	1070	1	1	230	168	176	191	973	1	1
1046	488	620	347	450	4734	2785	6060	6510	71	1080	732	1029	1869	827	505	100	300	1114	1	1	244	178	186	202	1029	1	1
1047	513	652	365	473	4974	2927	6420	6895	75	1133	768	1084	1974	868	535	100	300	1158	1	1	256	188	197	214	1084	1	1
1048	538	683	382	495	5208	3064	6750	7245	79	1192	810	1139	2079	914	562	100	300	1202	1	1	270	198	207	225	1139	1	1
1049	566	718	402	521	5470	3219	7140	7665	83	1254	852	1200	2194	961	595	100	300	1246	1	1	284	209	219	238	1200	1	1
1050	596	756	423	548	5757	3388	7500	8050	88	1323	900	1263	2310	1014	625	100	300	1290	1	1	300	220	230	250	1263	1	1
1051	647	824	461	600	6354	3735	7860	8470	92	1412	945	1354	2426	1079	655	100	300	1336	1	1	315	231	242	262	1354	1	1
1052	690	879	492	640	6820	4005	8250	8855	96	1492	990	1432	2541	1139	688	100	300	1382	1	1	330	242	253	275	1432	1	1
1053	738	943	528	688	7365	4322	8670	9310	101	1580	1038	1522	2667	1204	722	100	300	1428	1	1	346	254	266	289	1522	1	1
1054	789	1010	565	738	7931	4651	9060	9730	106	1676	1092	1613	2793	1275	755	100	300	1474	1	1	364	266	278	302	1613	1	1
1055	840	1078	603	788	8514	4990	9480	10185	111	1768	1140	1705	2919	1342	790	100	300	1520	1	1	380	278	291	316	1705	1	1
1056	893	1147	642	841	9119	5341	9900	10640	116	1861	1188	1800	3045	1410	825	100	300	1566	1	1	396	290	304	330	1800	1	1
1057	953	1228	686	901	9819	5746	10350	11095	121	1967	1242	1909	3192	1488	862	100	300	1612	1	1	414	304	317	345	1909	1	1
1058	1018	1314	735	966	10586	6190	10800	11585	126	2078	1296	2022	3328	1569	900	100	300	1658	1	1	432	317	331	360	2022	1	1
1059	1079	1395	780	1027	11291	6600	11250	12075	131	2184	1350	2128	3465	1646	938	100	300	1704	1	1	450	330	345	375	2128	1	1
1060	1122	1451	812	1068	11743	6864	11700	12565	136	2272	1404	2213	3602	1712	975	100	300	1750	1	1	468	343	359	390	2213	1	1
1061	1172	1516	848	1116	12270	7172	12240	13125	143	2371	1464	2314	3770	1787	1020	100	300	1812	1	1	488	359	375	408	2314	1	1
1062	1237	1600	895	1178	12947	7568	12900	13860	150	2505	1548	2439	3969	1888	1075	100	300	1874	1	1	516	378	396	430	2439	1	1
1063	1316	1702	952	1253	13776	8052	13740	14735	160	2662	1644	2598	4232	2006	1145	100	300	1937	1	1	548	403	421	458	2598	1	1
1064	1410	1823	1020	1342	14754	8624	14700	15785	172	2854	1764	2780	4526	2151	1225	100	300	1999	1	1	588	431	451	490	2780	1	1
1065	1518	1962	1098	1445	15884	9283	15840	16975	185	3072	1899	2993	4872	2316	1320	100	300	2062	1	1	633	464	485	528	2993	1	1
1066	1640	2121	1186	1561	17163	10031	17100	18340	200	3320	2052	3236	5271	2503	1425	100	300	2124	1	1	684	502	524	570	3236	1	1
1067	1777	2297	1285	1691	18593	10867	18540	19880	216	3597	2223	3503	5702	2711	1545	100	300	2186	1	1	741	543	568	618	3503	1	1
1068	1932	2497	1397	1839	20213	11815	20130	21630	235	3908	2415	3811	6206	2946	1678	100	300	2249	1	1	805	591	618	671	3811	1	1
1069	2104	2720	1522	2003	22020	12870	21930	23555	256	4258	2631	4152	6762	3209	1828	100	300	2311	1	1	877	644	673	731	4152	1	1
1070	2294	2966	1660	2185	24013	14036	23940	25690	279	4642	2868	4527	7371	3499	1995	100	300	2374	1	1	956	702	734	798	4527	1	1
1071	2493	3223	1803	2373	26084	15246	25980	27895	303	5047	3120	4915	8001	3804	2165	100	300	2458	1	1	1040	762	797	866	4915	1	1
1072	2697	3487	1951	2568	28229	16500	28140	30205	328	5458	3372	5321	8662	4114	2345	100	300	2543	1	1	1124	825	863	938	5321	1	1
1073	2907	3757	2102	2766	30411	17775	30300	32515	354	5883	3636	5733	9334	4434	2525	100	300	2627	1	1	1212	889	929	1010	5733	1	1
1074	3126	4041	2260	2975	32709	19118	32580	34965	380	6329	3912	6165	10038	4770	2715	100	300	2712	1	1	1304	956	999	1086	6165	1	1
1075	3360	4343	2430	3198	35154	20547	35040	37590	409	6800	4203	6625	10784	5126	2920	100	300	2797	1	1	1401	1027	1074	1168	6625	1	1
1076	3605	4660	2606	3431	37713	22043	37560	40320	438	7298	4512	7108	11571	5501	3130	100	300	2881	1	1	1504	1102	1152	1252	7108	1	1
1077	3860	4990	2791	3674	40387	23606	40230	43190	469	7814	4830	7611	12390	5890	3352	100	300	2966	1	1	1610	1180	1234	1341	7611	1	1
1078	4126	5334	2984	3927	43172	25233	43020	46165	502	8350	5160	8138	13251	6294	3585	100	300	3050	1	1	1720	1262	1319	1434	8138	1	1
1079	4403	5692	3184	4191	46069	26927	45900	49280	536	8912	5508	8682	14133	6717	3825	100	300	3135	1	1	1836	1346	1408	1530	8682	1	1
1080	4691	6064	3392	4465	49080	28687	48900	52500	570	9494	5868	9250	15057	7156	4075	100	300	3220	1	1	1956	1434	1500	1630	9250	1	1
1081	5015	6483	3626	4773	52467	30666	52260	56105	610	10152	6276	9888	16096	7653	4355	100	300	3334	1	1	2092	1533	1603	1742	9888	1	1
1082	5374	6947	3886	5115	56231	32866	56040	60130	654	10878	6723	10597	17252	8199	4670	100	300	3449	1	1	2241	1643	1718	1868	10597	1	1
1083	5770	7459	4173	5492	60371	35286	60150	64575	702	11678	7218	11378	18522	8803	5012	100	300	3564	1	1	2406	1764	1845	2005	11378	1	1
1084	6201	8017	4485	5903	64888	37926	64650	69405	754	12552	7758	12229	19908	9461	5388	100	300	3678	1	1	2586	1896	1983	2155	12229	1	1
1085	6676	8631	4828	6355	69856	40830	69600	74690	812	13513	8352	13168	21441	10186	5800	100	300	3793	1	1	2784	2042	2134	2320	13168	1	1
1086	7187	9291	5198	6841	75201	43954	74940	80430	874	14544	8988	14175	23079	10963	6245	100	300	3908	1	1	2996	2198	2298	2498	14175	1	1
1087	7733	9997	5593	7362	80922	47298	80640	86555	941	15651	9672	15253	24832	11797	6720	100	300	4022	1	1	3224	2365	2473	2688	15253	1	1
1088	8316	10751	6014	7916	87019	50862	86700	93065	1012	16833	10404	16401	26702	12688	7225	100	300	4137	1	1	3468	2543	2659	2890	16401	1	1
1089	8928	11542	6456	8498	93417	54601	93060	99890	1086	18074	11172	17607	28665	13624	7755	100	300	4252	1	1	3724	2730	2854	3102	17607	1	1
1090	9583	12388	6930	9122	100268	58605	99900	107240	1166	19396	11988	18898	30765	14620	8325	100	300	4367	1	1	3996	2930	3064	3330	18898	1	1
1091	10295	13309	7445	9799	107720	62960	107340	115185	1252	20838	12879	20303	33054	15707	8945	100	300	4522	1	1	4293	3148	3291	3578	20303	1	1
1092	11065	14304	8002	10532	115774	67668	115350	123795	1346	22396	13842	21823	35532	16881	9612	100	300	4678	1	1	4614	3384	3537	3845	21823	1	1
1093	11899	15383	8605	11326	124506	72772	124050	133140	1447	24085	14886	23469	38210	18154	10338	100	300	4833	1	1	4962	3639	3804	4135	23469	1	1
1094	12798	16545	9256	12182	133916	78272	133440	143220	1557	25902	16008	25242	41097	19524	11120	100	300	4989	1	1	5336	3914	4092	4448	25242	1	1
1095	13763	17792	9953	13100	144003	84168	143460	154000	1674	27856	17217	27144	44194	20997	11955	100	300	5144	1	1	5739	4209	4400	4782	27144	1	1
1096	14791	19121	10697	14079	154767	90459	154200	165515	1799	29939	18504	29171	47492	22567	12850	100	300	5300	1	1	6168	4523	4729	5140	29171	1	1
1097	15885	20535	11487	15120	166209	97147	165600	177730	1932	32152	19872	31330	51009	24235	13800	100	300	5455	1	1	6624	4858	5078	5520	31330	1	1
1098	17043	22032	12325	16223	178328	104231	177660	190715	2073	34496	21321	33613	54726	26002	14805	100	300	5611	1	1	7107	5212	5449	5922	33613	1	1
1099	18273	23623	13215	17394	191201	111754	190500	204470	2222	36986	22860	36039	58674	27879	15875	100	300	5766	1	1	7620	5588	5842	6350	36039	1	1
